"SAMPLE_ID","STATION_ID","DEPTH","DATE","CELL","NGVD29","COLLECT_METHOD","MATRIX","Position","ALKALINITY, TOT, CACO3","AMMONIA-N","CALCIUM","CARBON, DISSOLVED ORGANIC","CHLORIDE","CHLOROPHYLL-A(LC)","CHLOROPHYLL-B (LC)","DEPTH, TOTAL","DISSOLVED OXYGEN","HARDNESS AS CACO3","MAGNESIUM","NITRATE+NITRITE-N","NO BOTTLE SAMPLE","PH, FIELD","PHEOPHYTIN-A(LC)","PHOSPHATE, DISSOLVED AS P","PHOSPHATE, ORTHO AS P","PHOSPHATE, TOTAL AS P","POTASSIUM","SODIUM","SP CONDUCTIVITY, FIELD","SULFATE","TEMP","TOTAL NITROGEN","TOTAL SUSPENDED SOLIDS","TURBIDITY","VOLATILE SUSPENDED SOLIDS","Name","PHOSPHATE, PARTICULATE AS P","PHOSPHATE,DISSOLVED ORGANIC AS P","NA:CL","K:CL","CA:CL","SO4:CL","MG:CL","CA+MG","NA+K","CL+SO4","BICARBONATE","Ionic Strength","Cation Total meq","Anion Total meq","Cation/Anion"
"P113983-9","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-1","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-10","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-11","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-2","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-3","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-4","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-5","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-6","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-7","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-8","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113984-9","L8CELL3",0.5,2020-04-14,"L8CELL3",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P114564-10","L8CELL4",10.15,2020-09-24,"L8CELL4",-37.100526,"G","SW","Bottom",NA,NA,NA,NA,NA,6.5,0.62,10.65,2.48,NA,NA,NA,NA,7.8,1.37,0.097,0.092,0.119,NA,NA,1462,NA,28.6,NA,-3,2.4,-3,"L8CELL4",0.022,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5645,NA,NA,NA
"P114564-11","L8CELL5",0.5,2020-09-24,"L8CELL5",-5.44042,"G","SW","Top",NA,NA,NA,NA,NA,17.6,1.19,10.2,5.9,NA,NA,NA,NA,8,0.932,0.098,0.092,0.132,NA,NA,1262,NA,28.9,NA,-4,3.1,-4,"L8CELL5",0.034,0.00600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6145,NA,NA,NA
"P114564-12","L8CELL5",5.1,2020-09-24,"L8CELL5",-20.532284,"G","SW","Mid",NA,NA,NA,NA,NA,10.6,0.788,10.2,4.13,NA,NA,NA,NA,7.9,1.1,0.086,0.081,0.11,NA,NA,1389,NA,28.8,NA,3,3,-3,"L8CELL5",0.024,0.00499999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.48775,NA,NA,NA
"P114564-13","L8CELL5",9.7,2020-09-24,"L8CELL5",-35.624148,"G","SW","Bottom",NA,NA,NA,NA,NA,5.12,0.468,10.2,2.88,NA,NA,NA,NA,7.8,1.35,0.08,0.076,0.108,NA,NA,1462,NA,28.7,NA,-3,2.6,-3,"L8CELL5",0.028,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5645,NA,NA,NA
"P114564-14","L8CELL6",0.5,2020-09-24,"L8CELL6",-5.44042,"G","SW","Top",NA,NA,NA,NA,NA,2.63,0.201,10.1,5.18,NA,NA,NA,NA,7.7,0.793,0.094,0.088,0.124,NA,NA,717,NA,28.4,NA,5,5.6,-3,"L8CELL6",0.03,0.00600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.57575,NA,NA,NA
"P114564-15","L8CELL6",5.05,2020-09-24,"L8CELL6",-20.368242,"G","SW","Mid",NA,NA,NA,NA,NA,1.94,0.149,10.1,4.27,NA,NA,NA,NA,7.6,0.54,0.124,0.116,0.149,NA,NA,989,NA,28.8,NA,-4,4.3,-4,"L8CELL6",0.025,0.00799999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.58775,NA,NA,NA
"P114564-16","L8CELL6",9.6,2020-09-24,"L8CELL6",-35.296064,"G","SW","Bottom",NA,NA,NA,NA,NA,1.71,0.19,10.1,0.07,NA,NA,NA,NA,7.3,0.622,0.266,0.262,0.288,NA,NA,1529,NA,28.4,NA,3,4,-3,"L8CELL6",0.022,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.55275,NA,NA,NA
"P114564-17","L8CELL7",0.5,2020-09-24,"L8CELL7",-5.44042,"G","SW","Top",NA,NA,NA,NA,NA,3.26,0.238,10.2,5.09,NA,NA,NA,NA,7.8,0.587,0.126,0.118,0.146,NA,NA,974,NA,28.8,NA,-3,3.4,-3,"L8CELL7",0.02,0.00800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3665,NA,NA,NA
"P114564-18","L8CELL7",5.1,2020-09-24,"L8CELL7",-20.532284,"G","SW","Mid",NA,NA,NA,NA,NA,3.75,0.375,10.2,4.01,NA,NA,NA,NA,7.8,0.965,0.126,0.12,0.145,NA,NA,1157,NA,28.7,NA,-3,4,-3,"L8CELL7",0.019,0.00600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.06575,NA,NA,NA
"P114564-19","L8CELL7",9.7,2020-09-24,"L8CELL7",-35.624148,"G","SW","Bottom",NA,NA,NA,NA,NA,5.91,0.521,10.2,1,NA,NA,NA,NA,7.6,1.03,0.137,0.132,0.161,NA,NA,1435,NA,28.7,NA,-3,2.6,-3,"L8CELL7",0.024,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.16625,NA,NA,NA
"P114564-2","L8CELL12",0.5,2020-09-24,"L8CELL12",-5.44042,"G","SW","Top",NA,NA,NA,NA,NA,31.2,1.57,11.1,5.19,NA,NA,NA,NA,8.1,0.944,0.012,0.009,0.06,NA,NA,1558,NA,29,NA,4,2.2,3,"L8CELL12",0.048,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9805,NA,NA,NA
"P114564-21","L8FEBIN",0.5,2020-09-24,"L8FEBIN",-5.44042,"G","SW","Top",NA,NA,NA,NA,NA,3.65,0.413,11.45,4.2,NA,NA,NA,NA,7.1,1.3,0.021,0.015,0.075,NA,NA,135,NA,28.1,NA,14,8.2,5,"L8FEBIN",0.054,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99125,NA,NA,NA
"P114564-22","L8FEBOUT",0.5,2020-09-24,"L8FEBOUT",-5.44042,"G","SW","Top",NA,NA,NA,NA,NA,21.9,1.01,2.9,3.82,NA,NA,NA,NA,8,0.869,0.012,0.007,0.054,NA,NA,1570,NA,29.1,NA,-4,2,-4,"L8FEBOUT",0.042,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1575,NA,NA,NA
"P114564-3","L8CELL12",5.6,2020-09-24,"L8CELL12",-22.172704,"G","SW","Mid",NA,NA,NA,NA,NA,23.1,1.17,11.1,3.76,NA,NA,NA,NA,8,1.06,0.022,0.018,0.059,NA,NA,1553,NA,28.9,NA,4,1.9,3,"L8CELL12",0.037,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.90675,NA,NA,NA
"P114564-4","L8CELL12",10.6,2020-09-24,"L8CELL12",-38.576904,"G","SW","Bottom",NA,NA,NA,NA,NA,14.2,0.805,11.1,1.33,NA,NA,NA,NA,7.8,1.18,0.042,0.037,0.073,NA,NA,1548,NA,28.8,NA,3,2.4,-3,"L8CELL12",0.031,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.833,NA,NA,NA
"P114564-5","L8CELL3",0.5,2020-09-24,"L8CELL3",-5.44042,"G","SW","Top",NA,NA,NA,NA,NA,24,1.15,11.25,3.89,NA,NA,NA,NA,8,1.04,0.01,0.006,0.052,NA,NA,1574,NA,29,NA,4,2,3,"L8CELL3",0.042,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2165,NA,NA,NA
"P114564-6","L8CELL3",5.7,2020-09-24,"L8CELL3",-22.500788,"G","SW","Mid",NA,NA,NA,NA,NA,19.9,0.969,11.25,2.28,NA,NA,NA,NA,7.9,1.19,0.021,0.016,0.062,NA,NA,1583,NA,29,NA,3,2.5,3,"L8CELL3",0.041,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.34925,NA,NA,NA
"P114564-7","L8CELL3",10.8,2020-09-24,"L8CELL3",-39.233072,"G","SW","Bottom",NA,NA,NA,NA,NA,11.5,0.562,11.25,0.06,NA,NA,NA,NA,7.7,1.23,0.048,0.042,0.086,NA,NA,1624,NA,28.9,NA,4,7.1,4,"L8CELL3",0.038,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.954,NA,NA,NA
"P114564-8","L8CELL4",0.5,2020-09-24,"L8CELL4",-5.44042,"G","SW","Top",NA,NA,NA,NA,NA,9.5,0.844,10.65,5.36,NA,NA,NA,NA,7.9,1.01,0.118,0.111,0.144,NA,NA,1129,NA,28.7,NA,-3,3,-3,"L8CELL4",0.026,0.00699999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.65275,NA,NA,NA
"P114564-9","L8CELL4",5.3,2020-09-24,"L8CELL4",-21.188452,"G","SW","Mid",NA,NA,NA,NA,NA,5.16,0.436,10.65,4.79,NA,NA,NA,NA,7.8,0.949,0.121,0.116,0.142,NA,NA,1087,NA,28.6,NA,-3,3.4,-3,"L8CELL4",0.021,0.00499999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.03325,NA,NA,NA
"P114649-10","L8CELL4",16.3,2020-01-30,"L8CELL4",-37.377692,"G","SW","Bottom",NA,NA,NA,NA,NA,2.85,NA,16.8,7.74,NA,NA,NA,NA,8.5,0.286,0.065,0.06,0.095,NA,NA,1015,NA,20.1,NA,-3,3.7,-3,"L8CELL4",0.03,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.97125,NA,NA,NA
"P114649-11","L8CELL5",0.5,2020-01-30,"L8CELL5",14.45958,"G","SW","Top",NA,NA,NA,NA,NA,6.94,NA,16.8,8.6,NA,NA,NA,NA,8.6,0.231,0.064,0.057,0.086,NA,NA,1014,NA,20.6,NA,-3,2.3,-3,"L8CELL5",0.022,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-12","L8CELL5",8.4,2020-01-30,"L8CELL5",-11.459056,"G","SW","Mid",NA,NA,NA,NA,NA,3.91,NA,16.8,8.16,NA,NA,NA,NA,8.5,0.229,0.065,0.058,0.087,NA,NA,1014,NA,20.3,NA,-3,2.5,-3,"L8CELL5",0.022,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-13","L8CELL5",16.3,2020-01-30,"L8CELL5",-37.377692,"G","SW","Bottom",NA,NA,NA,NA,NA,1.89,NA,16.8,7.78,NA,NA,NA,NA,8.5,0.244,0.066,0.06,0.097,NA,NA,1014,NA,20,NA,-3,3.6,-3,"L8CELL5",0.031,0.00600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-14","L8CELL6",0.5,2020-01-30,"L8CELL6",14.45958,"G","SW","Top",NA,NA,NA,NA,NA,6.15,NA,16.2,8.44,NA,NA,NA,NA,8.4,0.286,0.063,0.058,0.082,NA,NA,1013,NA,20.3,NA,-3,2.2,-3,"L8CELL6",0.019,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94175,NA,NA,NA
"P114649-15","L8CELL6",8.1,2020-01-30,"L8CELL6",-10.474804,"G","SW","Mid",NA,NA,NA,NA,NA,5.19,NA,16.2,8.28,NA,NA,NA,NA,8.3,0.265,0.065,0.058,0.083,NA,NA,1013,NA,20.3,NA,-3,2.2,-3,"L8CELL6",0.018,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94175,NA,NA,NA
"P114649-16","L8CELL6",15.7,2020-01-30,"L8CELL6",-35.409188,"G","SW","Bottom",NA,NA,NA,NA,NA,4.42,NA,16.2,7.91,NA,NA,NA,NA,8.4,0.352,0.065,0.058,0.085,NA,NA,1014,NA,20.2,NA,4,4,-3,"L8CELL6",0.02,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-17","L8CELL7",0.5,2020-01-30,"L8CELL7",14.45958,"G","SW","Top",NA,NA,NA,NA,NA,8.7,NA,16.4,8.7,NA,NA,NA,NA,8.5,0.274,0.061,0.056,0.081,NA,NA,1012,NA,20.5,NA,-3,2.1,-3,"L8CELL7",0.02,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.927,NA,NA,NA
"P114649-18","L8CELL7",8.2,2020-01-30,"L8CELL7",-10.802888,"G","SW","Mid",NA,NA,NA,NA,NA,5,NA,16.4,8.2,NA,NA,NA,NA,8.4,0.268,0.063,0.058,0.084,NA,NA,1013,NA,20.3,NA,-3,2.4,-3,"L8CELL7",0.021,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94175,NA,NA,NA
"P114649-19","L8CELL7",15.9,2020-01-30,"L8CELL7",-36.065356,"G","SW","Bottom",NA,NA,NA,NA,NA,2.25,NA,16.4,7.76,NA,NA,NA,NA,8.4,0.249,0.064,0.06,0.092,NA,NA,1014,NA,20.2,NA,3,3.2,-3,"L8CELL7",0.028,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-2","L8CELL12",0.5,2020-01-30,"L8CELL12",14.45958,"G","SW","Top",NA,NA,NA,NA,NA,8.82,NA,17.3,8.61,NA,NA,NA,NA,8.6,0.256,0.062,0.056,0.089,NA,NA,1014,NA,20.6,NA,-3,2.4,-3,"L8CELL12",0.027,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-21","L8FEBIN",0.5,2020-01-30,"L8FEBIN",14.45958,"G","SW","Top",NA,NA,NA,NA,NA,21,NA,3,9.35,NA,NA,NA,NA,8.5,1.43,0.15,0.143,0.223,NA,NA,931,NA,20.8,NA,9,7.8,5,"L8FEBIN",0.073,0.00700000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.73225,NA,NA,NA
"P114649-22","L8FEBOUT",0.5,2020-01-30,"L8FEBOUT",14.45958,"G","SW","Top",NA,NA,NA,NA,NA,4.18,NA,17.8,8.51,NA,NA,NA,NA,8.5,0.254,0.062,0.057,0.085,NA,NA,1013,NA,20.5,NA,-4,2.2,-4,"L8FEBOUT",0.023,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94175,NA,NA,NA
"P114649-3","L8CELL12",8.65,2020-01-30,"L8CELL12",-12.279266,"G","SW","Mid",NA,NA,NA,NA,NA,4.12,NA,17.3,7.98,NA,NA,NA,NA,8.5,0.265,0.065,0.059,0.088,NA,NA,1014,NA,20.2,NA,-3,2.4,-3,"L8CELL12",0.023,0.00600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-4","L8CELL12",16.8,2020-01-30,"L8CELL12",-39.018112,"G","SW","Bottom",NA,NA,NA,NA,NA,2.8,NA,17.3,7.73,NA,NA,NA,NA,8.5,0.313,0.064,0.06,0.098,NA,NA,1014,NA,20,NA,4,3.4,-3,"L8CELL12",0.034,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-5","L8CELL3",0.5,2020-01-30,"L8CELL3",14.45958,"G","SW","Top",NA,NA,NA,NA,NA,5.58,NA,17.4,8.5,NA,NA,NA,NA,8.5,0.231,0.064,0.058,0.087,NA,NA,1013,NA,20.5,NA,-3,2.3,-3,"L8CELL3",0.023,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94175,NA,NA,NA
"P114649-6","L8CELL3",8.7,2020-01-30,"L8CELL3",-12.443308,"G","SW","Mid",NA,NA,NA,NA,NA,3.57,NA,17.4,8.07,NA,NA,NA,NA,8.5,0.229,0.064,0.058,0.089,NA,NA,1014,NA,20.2,NA,-4,2.3,-4,"L8CELL3",0.025,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9565,NA,NA,NA
"P114649-7","L8CELL3",16.9,2020-01-30,"L8CELL3",-39.346196,"G","SW","Bottom",NA,NA,NA,NA,NA,2.57,NA,17.4,7.71,NA,NA,NA,NA,8.5,0.316,0.065,0.061,0.101,NA,NA,1015,NA,20.1,NA,3,3.6,-3,"L8CELL3",0.036,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.97125,NA,NA,NA
"P114649-8","L8CELL4",0.5,2020-01-30,"L8CELL4",14.45958,"G","SW","Top",NA,NA,NA,NA,NA,5.85,NA,16.8,8.61,NA,NA,NA,NA,8.6,0.224,0.062,0.058,0.083,NA,NA,1013,NA,20.4,NA,-3,2.1,-3,"L8CELL4",0.021,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94175,NA,NA,NA
"P114649-9","L8CELL4",8.4,2020-01-30,"L8CELL4",-11.459056,"G","SW","Mid",NA,NA,NA,NA,NA,3.86,NA,16.8,8.14,NA,NA,NA,NA,8.6,0.236,0.064,0.058,0.085,NA,NA,1013,NA,20.2,NA,-3,2.2,-3,"L8CELL4",0.021,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94175,NA,NA,NA
"P114650-10","L8CELL4",9.7,2020-04-08,"L8CELL4",-37.544148,"G","SW","Bottom",NA,NA,NA,NA,NA,3.04,NA,10.2,0.03,NA,NA,NA,NA,7.9,0.425,0.068,0.06,0.082,NA,NA,1028,NA,21.3,NA,-3,1.6,-3,"L8CELL4",0.014,0.00800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.163,NA,NA,NA
"P114650-11","L8CELL5",0.5,2020-04-08,"L8CELL5",-7.36042,"G","SW","Top",NA,NA,NA,NA,NA,40.3,NA,10.1,9.24,NA,NA,NA,NA,8.8,2.05,0.012,0.002,0.051,NA,NA,1013,NA,25.7,NA,6,3.7,4,"L8CELL5",0.039,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94175,NA,NA,NA
"P114650-12","L8CELL5",5,2020-04-08,"L8CELL5",-22.1242,"G","SW","Mid",NA,NA,NA,NA,NA,20.8,NA,10.1,1,NA,NA,NA,NA,8.1,0.882,0.008,0.002,0.041,NA,NA,1023,NA,23,NA,3,2.5,-3,"L8CELL5",0.033,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.08925,NA,NA,NA
"P114650-13","L8CELL5",9.6,2020-04-08,"L8CELL5",-37.216064,"G","SW","Bottom",NA,NA,NA,NA,NA,4.76,NA,10.1,0.01,NA,NA,NA,NA,7.9,0.532,0.061,0.053,0.087,NA,NA,1027,NA,21.3,NA,-3,2.3,-3,"L8CELL5",0.026,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.14825,NA,NA,NA
"P114650-14","L8CELL6",0.5,2020-04-08,"L8CELL6",-7.36042,"G","SW","Top",NA,NA,NA,NA,NA,31,NA,9.6,8.34,NA,NA,NA,NA,8.6,1.14,0.009,0.002,0.038,NA,NA,1024,NA,24.9,NA,4,3.1,3,"L8CELL6",0.029,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.104,NA,NA,NA
"P114650-15","L8CELL6",4.8,2020-04-08,"L8CELL6",-21.468032,"G","SW","Mid",NA,NA,NA,NA,NA,10.5,NA,9.6,0.64,NA,NA,NA,NA,7.9,0.715,0.018,0.009,0.048,NA,NA,1031,NA,22.5,NA,-3,2.3,-3,"L8CELL6",0.03,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.20725,NA,NA,NA
"P114650-16","L8CELL6",9.1,2020-04-08,"L8CELL6",-35.575644,"G","SW","Bottom",NA,NA,NA,NA,NA,1.53,NA,9.6,0.01,NA,NA,NA,NA,7.8,0.425,0.11,0.103,0.124,NA,NA,1058,NA,21.3,NA,-3,2.6,-3,"L8CELL6",0.014,0.00700000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6055,NA,NA,NA
"P114650-17","L8CELL7",0.5,2020-04-08,"L8CELL7",-7.36042,"G","SW","Top",NA,NA,NA,NA,NA,28.9,NA,9.65,8.44,NA,NA,NA,NA,8.6,1.11,0.008,0.002,0.04,NA,NA,1025,NA,25.1,NA,4,3.3,-3,"L8CELL7",0.032,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.11875,NA,NA,NA
"P114650-18","L8CELL7",4.8,2020-04-08,"L8CELL7",-21.468032,"G","SW","Mid",NA,NA,NA,NA,NA,12.2,NA,9.65,1.04,NA,NA,NA,NA,8.1,0.757,0.013,0.005,0.046,NA,NA,1030,NA,22.8,NA,-3,2.3,-3,"L8CELL7",0.033,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1925,NA,NA,NA
"P114650-19","L8CELL7",9.1,2020-04-08,"L8CELL7",-35.575644,"G","SW","Bottom",NA,NA,NA,NA,NA,1.74,NA,9.65,0.02,NA,NA,NA,NA,7.9,0.364,0.085,0.076,0.096,NA,NA,1033,NA,21.3,NA,-3,1.6,-3,"L8CELL7",0.011,0.00900000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23675,NA,NA,NA
"P114650-2","L8CELL12",0.5,2020-04-08,"L8CELL12",-7.36042,"G","SW","Top",NA,NA,NA,NA,NA,37.5,NA,10.4,9.17,NA,NA,NA,NA,8.8,1.64,0.01,0.002,0.047,NA,NA,1009,NA,25.5,NA,7,4.1,5,"L8CELL12",0.037,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.88275,NA,NA,NA
"P114650-21","L8FEBIN",0.5,2020-04-08,"L8FEBIN",-7.36042,"G","SW","Top",NA,NA,NA,NA,NA,13.7,NA,3.5,3.77,NA,NA,NA,NA,8.1,0.638,0.021,0.012,0.059,NA,NA,1021,NA,24.3,NA,4,3,-4,"L8FEBIN",0.038,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05975,NA,NA,NA
"P114650-22","L8FEBOUT",0.5,2020-04-08,"L8FEBOUT",-7.36042,"G","SW","Top",NA,NA,NA,NA,NA,12.4,NA,NA,2.55,NA,NA,NA,NA,8,0.624,0.026,0.017,0.057,NA,NA,1020,NA,23.1,NA,-4,2.6,-4,"L8FEBOUT",0.031,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.045,NA,NA,NA
"P114650-3","L8CELL12",5.2,2020-04-08,"L8CELL12",-22.780368,"G","SW","Mid",NA,NA,NA,NA,NA,15.9,NA,10.4,0.61,NA,NA,NA,NA,8.1,0.956,0.009,0.002,0.037,NA,NA,1020,NA,23,NA,-3,2.4,-3,"L8CELL12",0.028,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.045,NA,NA,NA
"P114650-4","L8CELL12",9.9,2020-04-08,"L8CELL12",-38.200316,"G","SW","Bottom",NA,NA,NA,NA,NA,5.75,NA,10.4,0,NA,NA,NA,NA,7.9,0.512,0.053,0.045,0.075,NA,NA,1026,NA,21.2,NA,-3,2.2,-3,"L8CELL12",0.022,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1335,NA,NA,NA
"P114650-5","L8CELL3",0.5,2020-04-08,"L8CELL3",-7.36042,"G","SW","Top",NA,NA,NA,NA,NA,36.1,NA,10.8,9.14,NA,NA,NA,NA,8.8,1.58,0.012,0.002,0.047,NA,NA,1008,NA,25.6,NA,5,3.8,4,"L8CELL3",0.035,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.868,NA,NA,NA
"P114650-6","L8CELL3",5.4,2020-04-08,"L8CELL3",-23.436536,"G","SW","Mid",NA,NA,NA,NA,NA,12.7,NA,10.8,0.04,NA,NA,NA,NA,8,0.763,0.01,0.002,0.035,NA,NA,1023,NA,22.4,NA,-3,2.1,-3,"L8CELL3",0.025,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.08925,NA,NA,NA
